t_us,voltage_v,current_a,current_ref_a
1926000,4.081,1.980,nan
1928000,4.081,1.980,nan
1930000,4.081,1.980,nan
1932000,4.081,1.980,nan
1934000,4.081,1.980,nan
1936000,4.081,1.980,nan
1938000,4.081,1.980,nan
1940000,4.081,1.980,nan
1942000,4.081,1.980,nan
1944000,4.081,1.980,nan
1946000,4.081,1.980,nan
1948000,4.081,1.980,nan
1950000,4.081,1.980,nan
1952000,4.081,1.980,nan
1954000,4.081,1.980,nan
1956000,4.081,1.980,nan
1958000,4.081,1.980,nan
1960000,4.081,1.980,nan
1962000,4.081,1.980,nan
1964000,4.081,1.980,nan
1966000,4.081,1.980,nan
1968000,4.081,1.980,nan
1970000,4.081,1.980,nan
1972000,4.081,1.980,nan
1974000,4.081,1.980,nan
1976000,4.081,1.980,nan
1978000,4.081,1.980,nan
1980000,4.081,1.980,nan
1982000,4.081,1.980,nan
1984000,4.081,1.980,nan
1986000,4.081,1.980,nan
1988000,4.081,1.980,nan
1990000,4.081,1.980,nan
1992000,4.081,1.980,nan
1994000,4.081,1.980,nan
1996000,4.081,1.980,nan
1998000,4.081,1.980,nan
2000000,4.081,1.980,nan
2002000,4.081,1.980,nan
2004000,4.081,1.980,nan
2006000,4.081,1.980,nan
2008000,4.081,1.980,nan
2010000,4.081,1.980,nan
2012000,4.081,1.980,nan
2014000,4.081,1.980,nan
2016000,4.081,1.980,nan
2018000,4.081,1.980,nan
2020000,4.081,1.980,nan
2022000,4.081,1.980,nan
2024000,4.081,1.980,nan
2026000,4.081,1.980,nan
2028000,4.081,1.980,nan
2030000,4.081,1.980,nan
2032000,4.081,1.980,nan
2034000,4.081,1.980,nan
2036000,4.081,1.980,nan
2038000,4.081,1.980,nan
2040000,4.081,1.980,nan
2042000,4.081,1.980,nan
2044000,4.081,1.980,nan
2046000,4.081,1.980,nan
2048000,4.081,1.980,nan
2050000,4.081,1.980,nan
2052000,4.081,1.980,nan
2054000,4.081,1.980,nan
2056000,4.081,1.980,nan
2058000,4.081,1.980,nan
2060000,4.081,1.980,nan
2062000,4.081,1.980,nan
2064000,4.081,1.980,nan
2066000,4.081,1.980,nan
2068000,4.081,1.980,nan
2070000,4.081,1.980,nan
2072000,4.081,1.980,nan
2074000,4.081,1.980,nan
2076000,4.081,1.980,nan
2078000,4.081,1.980,nan
2080000,4.081,1.980,nan
2082000,4.081,1.980,nan
2084000,4.081,1.980,nan
2086000,4.081,1.980,nan
2088000,4.081,1.980,nan
2090000,4.081,1.980,nan
2092000,4.081,1.980,nan
2094000,4.081,1.980,nan
2096000,4.081,1.980,nan
2098000,4.081,1.980,nan
2100000,4.081,1.980,nan
2102000,4.081,1.980,nan
2104000,4.081,1.980,nan
2106000,4.081,1.980,nan
2108000,4.081,1.980,nan
2110000,4.081,1.980,nan
2112000,4.081,1.980,nan
2114000,4.081,1.980,nan
2116000,4.081,1.980,nan
2118000,4.081,1.980,nan
2120000,4.081,1.980,nan
2122000,4.081,1.980,nan
2124000,4.081,1.980,nan
2126000,4.081,1.980,nan
2128000,4.081,1.980,nan
2130000,4.081,1.980,nan
2132000,4.081,1.980,nan
2134000,4.081,1.980,nan
2136000,4.081,1.980,nan
2138000,4.081,1.980,nan
2140000,4.081,1.980,nan
2142000,4.081,1.980,nan
2144000,4.081,1.980,nan
2146000,4.081,1.980,nan
2148000,4.081,1.980,nan
2150000,4.081,1.980,nan
2152000,4.081,1.980,nan
2154000,4.081,1.980,nan
2156000,4.081,1.980,nan
2158000,4.081,1.980,nan
2160000,4.081,1.980,nan
2162000,4.081,1.980,nan
2164000,4.081,1.980,nan
2166000,4.081,1.980,nan
2168000,4.081,1.980,nan
2170000,4.081,1.980,nan
2172000,4.081,1.980,nan
2174000,4.081,1.980,nan
2176000,4.081,1.980,nan
2178000,4.081,1.980,nan
2180000,4.081,1.980,nan
2182000,4.081,1.980,nan
2184000,4.081,1.980,nan
2186000,4.081,1.980,nan
2188000,4.081,1.980,nan
2190000,4.081,1.980,nan
2192000,4.081,1.980,nan
2194000,4.081,1.980,nan
2196000,4.081,1.980,nan
2198000,4.081,1.980,nan
2200000,4.081,1.980,nan
2202000,4.081,1.980,nan
2204000,4.081,1.980,nan
2206000,4.081,1.980,nan
2208000,4.081,1.980,nan
2210000,4.081,1.980,nan
2212000,4.081,1.980,nan
2214000,4.081,1.980,nan
2216000,4.081,1.980,nan
2218000,4.081,1.980,nan
2220000,4.081,1.980,nan
2222000,4.081,1.980,nan
2224000,4.081,1.980,nan
2226000,4.081,1.980,nan
2228000,4.081,1.980,nan
2230000,4.081,1.980,nan
2232000,4.081,1.980,nan
2234000,4.081,1.980,nan
2236000,4.081,1.980,nan
2238000,4.081,1.980,nan
2240000,4.081,1.980,nan
2242000,4.081,1.980,nan
2244000,4.081,1.980,nan
2246000,4.081,1.980,nan
2248000,4.081,1.980,nan
2250000,4.081,1.980,nan
2252000,4.081,1.980,nan
2254000,4.081,1.980,nan
2256000,4.081,1.980,nan
2258000,4.081,1.980,nan
2260000,4.081,1.980,nan
2262000,4.081,1.980,nan
2264000,4.081,1.980,nan
2266000,4.081,1.980,nan
2268000,4.081,1.980,nan
2270000,4.081,1.980,nan
2272000,4.081,1.980,nan
2274000,4.081,1.980,nan
2276000,4.081,1.980,nan
2278000,4.081,1.980,nan
2280000,4.081,1.980,nan
2282000,4.081,1.980,nan
2284000,4.081,1.980,nan
2286000,4.081,1.980,nan
2288000,4.081,1.980,nan
2290000,4.081,1.980,nan
2292000,4.081,1.980,nan
2294000,4.081,1.980,nan
2296000,4.081,1.980,nan
2298000,4.081,1.980,nan
2300000,4.081,1.980,nan
2302000,4.081,1.980,nan
2304000,4.081,1.980,nan
2306000,4.081,1.980,nan
2308000,4.081,1.980,nan
2310000,4.081,1.980,nan
2312000,4.081,1.980,nan
2314000,4.081,1.980,nan
2316000,4.081,1.980,nan
2318000,4.081,1.980,nan
2320000,4.081,1.980,nan
2322000,4.081,1.980,nan
2324000,4.081,1.980,nan
2326000,4.081,1.980,nan
2328000,4.081,1.980,nan
2330000,4.081,1.980,nan
2332000,4.081,1.980,nan
2334000,4.081,1.980,nan
2336000,4.081,1.980,nan
2338000,4.081,1.980,nan
2340000,4.081,1.980,nan
2342000,4.081,1.980,nan
2344000,4.081,1.980,nan
2346000,4.081,1.980,nan
2348000,4.081,1.980,nan
2350000,4.081,1.980,nan
2352000,4.081,1.980,nan
2354000,4.081,1.980,nan
2356000,4.081,1.980,nan
2358000,4.081,1.980,nan
2360000,4.081,1.980,nan
2362000,4.081,1.980,nan
2364000,4.081,1.980,nan
2366000,4.081,1.980,nan
2368000,4.081,1.980,nan
2370000,4.081,1.980,nan
2372000,4.081,1.980,nan
2374000,4.081,1.980,nan
2376000,4.081,1.980,nan
2378000,4.081,1.980,nan
2380000,4.081,1.980,nan
2382000,4.081,1.980,nan
2384000,4.081,1.980,nan
2386000,4.081,1.980,nan
2388000,4.081,1.980,nan
2390000,4.081,1.980,nan
2392000,4.081,1.980,nan
2394000,4.081,1.980,nan
2396000,4.081,1.980,nan
2398000,4.081,1.980,nan
2400000,4.081,1.980,nan
2402000,4.081,1.980,nan
2404000,4.081,1.980,nan
2406000,4.081,1.980,nan
2408000,4.081,1.980,nan
2410000,4.081,1.980,nan
2412000,4.081,1.980,nan
2414000,4.081,1.980,nan
2416000,4.081,1.980,nan
2418000,4.081,1.980,nan
2420000,4.081,1.980,nan
2422000,4.081,1.980,nan
2424000,4.081,1.980,nan
2426000,4.081,1.980,nan
2428000,4.081,1.980,nan
2430000,4.081,1.980,nan
2432000,4.081,1.980,nan
2434000,4.081,1.980,nan
2436000,4.081,1.980,nan
2438000,4.081,1.980,nan
2440000,4.081,1.980,nan
2442000,4.081,1.980,nan
2444000,4.081,1.980,nan
2446000,4.081,1.980,nan
2448000,4.081,1.980,nan
2450000,4.081,1.980,nan
2452000,4.081,1.980,nan
2454000,4.081,1.980,nan
2456000,4.081,1.980,nan
2458000,4.081,1.980,nan
2460000,4.081,1.980,nan
2462000,4.081,1.980,nan
2464000,4.081,1.980,nan
2466000,4.081,1.980,nan
2468000,4.081,1.980,nan
2470000,4.081,1.980,nan
2472000,4.081,1.980,nan
2474000,4.081,1.980,nan
2476000,4.081,1.980,nan
2478000,4.081,1.980,nan
2480000,4.081,1.980,nan
2482000,4.081,1.980,nan
2484000,4.081,1.980,nan
2486000,4.081,1.980,nan
2488000,4.081,1.980,nan
2490000,4.081,1.980,nan
2492000,4.081,1.980,nan
2494000,4.081,1.980,nan
2496000,4.081,1.980,nan
2498000,4.081,1.980,nan
2500000,4.081,1.980,nan
2502000,4.081,1.980,nan
2504000,4.081,1.980,nan
2506000,4.081,1.980,nan
2508000,4.081,1.980,nan
2510000,4.081,1.980,nan
2512000,4.081,1.980,nan
2514000,4.081,1.980,nan
2516000,4.081,1.980,nan
2518000,4.081,1.980,nan
2520000,4.081,1.980,nan
2522000,4.081,1.980,nan
2524000,4.081,1.980,nan
2526000,4.081,1.980,nan
2528000,4.081,1.980,nan
2530000,4.081,1.980,nan
2532000,4.081,1.980,nan
2534000,4.081,1.980,nan
2536000,4.081,1.980,nan
2538000,4.081,1.980,nan
2540000,4.081,1.980,nan
2542000,4.081,1.980,nan
2544000,4.081,1.980,nan
2546000,4.081,1.980,nan
2548000,4.081,1.980,nan
2550000,4.081,1.980,nan
2552000,4.081,1.980,nan
2554000,4.081,1.980,nan
2556000,4.081,1.980,nan
2558000,4.081,1.980,nan
2560000,4.081,1.980,nan
2562000,4.081,1.980,nan
2564000,4.081,1.980,nan
2566000,4.081,1.980,nan
2568000,4.081,1.980,nan
2570000,4.081,1.980,nan
2572000,4.081,1.980,nan
2574000,4.081,1.980,nan
2576000,4.081,1.980,nan
2578000,4.081,1.980,nan
2580000,4.081,1.980,nan
2582000,4.081,1.980,nan
2584000,4.081,1.980,nan
2586000,4.081,1.980,nan
2588000,4.081,1.980,nan
2590000,4.081,1.980,nan
2592000,4.081,1.980,nan
2594000,4.081,1.980,nan
2596000,4.081,1.980,nan
2598000,4.081,1.980,nan
2600000,4.081,1.980,nan
2602000,4.081,1.980,nan
2604000,4.081,1.980,nan
2606000,4.081,1.980,nan
2608000,4.081,1.980,nan
2610000,4.081,1.980,nan
2612000,4.081,1.980,nan
2614000,4.081,1.980,nan
2616000,4.081,1.980,nan
2618000,4.081,1.980,nan
2620000,4.081,1.980,nan
2622000,4.081,1.980,nan
2624000,4.081,1.980,nan
2626000,4.081,1.980,nan
2628000,4.081,1.980,nan
2630000,4.081,1.980,nan
2632000,4.081,1.980,nan
2634000,4.081,1.980,nan
2636000,4.081,1.980,nan
2638000,4.081,1.980,nan
2640000,4.081,1.980,nan
2642000,4.081,1.980,nan
2644000,4.081,1.980,nan
2646000,4.081,1.980,nan
2648000,4.081,1.980,nan
2650000,4.081,1.980,nan
2652000,4.081,1.980,nan
2654000,4.081,1.980,nan
2656000,4.081,1.980,nan
2658000,4.081,1.980,nan
2660000,4.081,1.980,nan
2662000,4.081,1.980,nan
2664000,4.081,1.980,nan
2666000,4.081,1.980,nan
2668000,4.081,1.980,nan
2670000,4.081,1.980,nan
2672000,4.081,1.980,nan
2674000,4.081,1.980,nan
2676000,4.081,1.980,nan
2678000,4.081,1.980,nan
2680000,4.081,1.980,nan
2682000,4.081,1.980,nan
2684000,4.081,1.980,nan
2686000,4.081,1.980,nan
2688000,4.081,1.980,nan
2690000,4.081,1.980,nan
2692000,4.081,1.980,nan
2694000,4.081,1.980,nan
2696000,4.081,1.980,nan
2698000,4.081,1.980,nan
2700000,4.081,1.980,nan
2702000,4.081,1.980,nan
2704000,4.081,1.980,nan
2706000,4.081,1.980,nan
2708000,4.081,1.980,nan
2710000,4.081,1.980,nan
2712000,4.081,1.980,nan
2714000,4.081,1.980,nan
2716000,4.081,1.980,nan
2718000,4.081,1.980,nan
2720000,4.081,1.980,nan
2722000,4.081,1.980,nan
2724000,4.081,1.980,nan
2726000,4.081,1.980,nan
2728000,4.081,1.980,nan
2730000,4.081,1.980,nan
2732000,4.081,1.980,nan
2734000,4.081,1.980,nan
2736000,4.081,1.980,nan
2738000,4.081,1.980,nan
2740000,4.081,1.980,nan
2742000,4.081,1.980,nan
2744000,4.081,1.980,nan
2746000,4.081,1.980,nan
2748000,4.081,1.980,nan
2750000,4.081,1.980,nan
2752000,4.081,1.980,nan
2754000,4.081,1.980,nan
2756000,4.081,1.980,nan
2758000,4.081,1.980,nan
2760000,4.081,1.980,nan
2762000,4.081,1.980,nan
2764000,4.081,1.980,nan
2766000,4.081,1.980,nan
2768000,4.081,1.980,nan
2770000,4.081,1.980,nan
2772000,4.081,1.980,nan
2774000,4.081,1.980,nan
2776000,4.081,1.980,nan
2778000,4.081,1.980,nan
2780000,4.081,1.980,nan
2782000,4.081,1.980,nan
2784000,4.081,1.980,nan
2786000,4.081,1.980,nan
2788000,4.081,1.980,nan
2790000,4.081,1.980,nan
2792000,4.081,1.980,nan
2794000,4.081,1.980,nan
2796000,4.081,1.980,nan
2798000,4.081,1.980,nan
2800000,4.081,1.980,nan
2802000,4.081,1.980,nan
2804000,4.081,1.980,nan
2806000,4.081,1.980,nan
2808000,4.081,1.980,nan
2810000,4.081,1.980,nan
2812000,4.081,1.980,nan
2814000,4.081,1.980,nan
2816000,4.081,1.980,nan
2818000,4.081,1.980,nan
2820000,4.081,1.980,nan
2822000,4.081,1.980,nan
2824000,4.081,1.980,nan
2826000,4.081,1.980,nan
2828000,4.081,1.980,nan
2830000,4.081,1.980,nan
2832000,4.081,1.980,nan
2834000,4.081,1.980,nan
2836000,4.081,1.980,nan
2838000,4.081,1.980,nan
2840000,4.081,1.980,nan
2842000,4.081,1.980,nan
2844000,4.081,1.980,nan
2846000,4.081,1.980,nan
2848000,4.081,1.980,nan
2850000,4.081,1.980,nan
2852000,4.081,1.980,nan
2854000,4.081,1.980,nan
2856000,4.081,1.980,nan
2858000,4.081,1.980,nan
2860000,4.081,1.980,nan
2862000,4.081,1.980,nan
2864000,4.081,1.980,nan
2866000,4.081,1.980,nan
2868000,4.081,1.980,nan
2870000,4.081,1.980,nan
2872000,4.081,1.980,nan
2874000,4.081,1.980,nan
2876000,4.081,1.980,nan
2878000,4.081,1.980,nan
2880000,4.081,1.980,nan
2882000,4.081,1.980,nan
2884000,4.081,1.980,nan
2886000,4.081,1.980,nan
2888000,4.081,1.980,nan
2890000,4.081,1.980,nan
2892000,4.081,1.980,nan
2894000,4.081,1.980,nan
2896000,4.081,1.980,nan
2898000,4.081,1.980,nan
2900000,4.081,1.980,nan
2902000,4.081,1.980,nan
2904000,4.081,1.980,nan
2906000,4.081,1.980,nan
2908000,4.081,1.980,nan
2910000,4.081,1.980,nan
2912000,4.081,1.980,nan
2914000,4.081,1.980,nan
2916000,4.081,1.980,nan
2918000,4.081,1.980,nan
2920000,4.081,1.980,nan
2922000,4.081,1.980,nan
2924000,4.081,1.980,nan
2926000,4.081,1.980,nan
2928000,4.081,1.980,nan
2930000,4.081,1.980,nan
2932000,4.081,1.980,nan
2934000,4.081,1.980,nan
2936000,4.081,1.980,nan
2938000,4.081,1.980,nan
2940000,4.081,1.980,nan
2942000,4.081,1.980,nan
2944000,4.081,1.980,nan
2946000,4.081,1.980,nan
2948000,4.081,1.980,nan
2950000,4.081,1.980,nan
2952000,4.081,1.980,nan
2954000,4.081,1.980,nan
2956000,4.081,1.980,nan
2958000,4.081,1.980,nan
2960000,4.081,1.980,nan
2962000,4.081,1.980,nan
2964000,4.081,1.980,nan
2966000,4.081,1.980,nan
2968000,4.081,1.980,nan
2970000,4.081,1.980,nan
2972000,4.081,1.980,nan
2974000,4.081,1.980,nan
2976000,4.081,1.980,nan
2978000,4.081,1.980,nan
2980000,4.081,1.980,nan
2982000,4.081,1.980,nan
2984000,4.081,1.980,nan
2986000,4.081,1.980,nan
2988000,4.081,1.980,nan
2990000,4.081,1.980,nan
2992000,4.081,1.980,nan
2994000,4.081,1.980,nan
2996000,4.081,1.980,nan
2998000,4.081,1.980,nan
3000000,4.177,0.380,nan
3002000,4.177,0.380,nan
3004000,4.177,0.380,nan
3006000,4.177,0.380,nan
3008000,4.177,0.380,nan
3010000,4.177,0.380,nan
3012000,4.177,0.380,nan
3014000,4.177,0.380,nan
3016000,4.177,0.380,nan
3018000,4.177,0.380,nan
3020000,4.177,0.380,nan
3022000,4.177,0.380,nan
3024000,4.177,0.380,nan
3026000,4.177,0.380,nan
3028000,4.177,0.380,nan
3030000,4.177,0.380,nan
3032000,4.177,0.380,nan
3034000,4.177,0.380,nan
3036000,4.177,0.380,nan
3038000,4.177,0.380,nan
3040000,4.177,0.380,nan
3042000,4.177,0.380,nan
3044000,4.177,0.380,nan
3046000,4.177,0.380,nan
3048000,4.177,0.380,nan
3050000,4.177,0.380,nan
3052000,4.177,0.380,nan
3054000,4.177,0.380,nan
3056000,4.177,0.380,nan
3058000,4.177,0.380,nan
3060000,4.177,0.380,nan
3062000,4.177,0.380,nan
3064000,4.177,0.380,nan
3066000,4.177,0.380,nan
3068000,4.177,0.380,nan
3070000,4.177,0.380,nan
3072000,4.177,0.380,nan
3074000,4.177,0.380,nan
3076000,4.177,0.380,nan
3078000,4.177,0.380,nan
3080000,4.177,0.380,nan
3082000,4.177,0.380,nan
3084000,4.177,0.380,nan
3086000,4.177,0.380,nan
3088000,4.177,0.380,nan
3090000,4.177,0.380,nan
3092000,4.177,0.380,nan
3094000,4.177,0.380,nan
3096000,4.177,0.380,nan
3098000,4.177,0.380,nan
3100000,4.177,0.380,nan
3102000,4.177,0.380,nan
3104000,4.177,0.380,nan
3106000,4.177,0.380,nan
3108000,4.177,0.380,nan
3110000,4.177,0.380,nan
3112000,4.177,0.380,nan
3114000,4.177,0.380,nan
3116000,4.177,0.380,nan
3118000,4.177,0.380,nan
3120000,4.177,0.380,nan
3122000,4.177,0.380,nan
3124000,4.177,0.380,nan
3126000,4.177,0.380,nan
3128000,4.177,0.380,nan
3130000,4.177,0.380,nan
3132000,4.177,0.380,nan
3134000,4.177,0.380,nan
3136000,4.177,0.380,nan
3138000,4.177,0.380,nan
3140000,4.177,0.380,nan
3142000,4.177,0.380,nan
3144000,4.177,0.380,nan
3146000,4.177,0.380,nan
3148000,4.177,0.380,nan
3150000,4.177,0.380,nan
3152000,4.177,0.380,nan
3154000,4.177,0.380,nan
3156000,4.177,0.380,nan
3158000,4.177,0.380,nan
3160000,4.177,0.380,nan
3162000,4.177,0.380,nan
3164000,4.177,0.380,nan
3166000,4.177,0.380,nan
3168000,4.177,0.380,nan
3170000,4.177,0.380,nan
3172000,4.177,0.380,nan
3174000,4.177,0.380,nan
3176000,4.177,0.380,nan
3178000,4.177,0.380,nan
3180000,4.177,0.380,nan
3182000,4.177,0.380,nan
3184000,4.177,0.380,nan
3186000,4.177,0.380,nan
3188000,4.177,0.380,nan
3190000,4.177,0.380,nan
3192000,4.177,0.380,nan
3194000,4.177,0.380,nan
3196000,4.177,0.380,nan
3198000,4.177,0.380,nan
3200000,4.177,0.380,nan
3202000,4.177,0.380,nan
3204000,4.177,0.380,nan
3206000,4.177,0.380,nan
3208000,4.177,0.380,nan
3210000,4.177,0.380,nan
3212000,4.177,0.380,nan
3214000,4.177,0.380,nan
3216000,4.177,0.380,nan
3218000,4.177,0.380,nan
3220000,4.177,0.380,nan
3222000,4.177,0.380,nan
3224000,4.177,0.380,nan
3226000,4.177,0.380,nan
3228000,4.177,0.380,nan
3230000,4.177,0.380,nan
3232000,4.177,0.380,nan
3234000,4.177,0.380,nan
3236000,4.177,0.380,nan
3238000,4.177,0.380,nan
3240000,4.177,0.380,nan
3242000,4.177,0.380,nan
3244000,4.177,0.380,nan
3246000,4.177,0.380,nan
3248000,4.177,0.380,nan
3250000,4.177,0.380,nan
3252000,4.177,0.380,nan
3254000,4.177,0.380,nan
3256000,4.177,0.380,nan
3258000,4.177,0.380,nan
3260000,4.177,0.380,nan
3262000,4.177,0.380,nan
3264000,4.177,0.380,nan
3266000,4.177,0.380,nan
3268000,4.177,0.380,nan
3270000,4.177,0.380,nan
3272000,4.177,0.380,nan
3274000,4.177,0.380,nan
3276000,4.177,0.380,nan
3278000,4.177,0.380,nan
3280000,4.177,0.380,nan
3282000,4.177,0.380,nan
3284000,4.177,0.380,nan
3286000,4.177,0.380,nan
3288000,4.177,0.380,nan
3290000,4.177,0.380,nan
3292000,4.177,0.380,nan
3294000,4.177,0.380,nan
3296000,4.177,0.380,nan
3298000,4.177,0.380,nan
3300000,4.177,0.380,nan
3302000,4.177,0.380,nan
3304000,4.177,0.380,nan
3306000,4.177,0.380,nan
3308000,4.177,0.380,nan
3310000,4.177,0.380,nan
3312000,4.177,0.380,nan
3314000,4.177,0.380,nan
3316000,4.177,0.380,nan
3318000,4.177,0.380,nan
3320000,4.177,0.380,nan
3322000,4.177,0.380,nan
3324000,4.177,0.380,nan
3326000,4.177,0.380,nan
3328000,4.177,0.380,nan
3330000,4.177,0.380,nan
3332000,4.177,0.380,nan
3334000,4.177,0.380,nan
3336000,4.177,0.380,nan
3338000,4.177,0.380,nan
3340000,4.177,0.380,nan
3342000,4.177,0.380,nan
3344000,4.177,0.380,nan
3346000,4.177,0.380,nan
3348000,4.177,0.380,nan
3350000,4.177,0.380,nan
3352000,4.177,0.380,nan
3354000,4.177,0.380,nan
3356000,4.177,0.380,nan
3358000,4.177,0.380,nan
3360000,4.177,0.380,nan
3362000,4.177,0.380,nan
3364000,4.177,0.380,nan
3366000,4.177,0.380,nan
3368000,4.177,0.380,nan
3370000,4.177,0.380,nan
3372000,4.177,0.380,nan
3374000,4.177,0.380,nan
3376000,4.177,0.380,nan
3378000,4.177,0.380,nan
3380000,4.177,0.380,nan
3382000,4.177,0.380,nan
3384000,4.177,0.380,nan
3386000,4.177,0.380,nan
3388000,4.177,0.380,nan
3390000,4.177,0.380,nan
3392000,4.177,0.380,nan
3394000,4.177,0.380,nan
3396000,4.177,0.380,nan
3398000,4.177,0.380,nan
3400000,4.177,0.380,nan
3402000,4.177,0.380,nan
3404000,4.177,0.380,nan
3406000,4.177,0.380,nan
3408000,4.177,0.380,nan
3410000,4.177,0.380,nan
3412000,4.177,0.380,nan
3414000,4.177,0.380,nan
3416000,4.177,0.380,nan
3418000,4.177,0.380,nan
3420000,4.177,0.380,nan
3422000,4.177,0.380,nan
3424000,4.177,0.380,nan
3426000,4.177,0.380,nan
3428000,4.177,0.380,nan
3430000,4.177,0.380,nan
3432000,4.177,0.380,nan
3434000,4.177,0.380,nan
3436000,4.177,0.380,nan
3438000,4.177,0.380,nan
3440000,4.177,0.380,nan
3442000,4.177,0.380,nan
3444000,4.177,0.380,nan
3446000,4.177,0.380,nan
3448000,4.177,0.380,nan
3450000,4.177,0.380,nan
3452000,4.177,0.380,nan
3454000,4.177,0.380,nan
3456000,4.177,0.380,nan
3458000,4.177,0.380,nan
3460000,4.177,0.380,nan
3462000,4.177,0.380,nan
3464000,4.177,0.380,nan
3466000,4.177,0.380,nan
3468000,4.177,0.380,nan
3470000,4.177,0.380,nan
3472000,4.177,0.380,nan
3474000,4.177,0.380,nan
3476000,4.177,0.380,nan
3478000,4.177,0.380,nan
3480000,4.177,0.380,nan
3482000,4.177,0.380,nan
3484000,4.177,0.380,nan
3486000,4.177,0.380,nan
3488000,4.177,0.380,nan
3490000,4.177,0.380,nan
3492000,4.177,0.380,nan
3494000,4.177,0.380,nan
3496000,4.177,0.380,nan
3498000,4.177,0.380,nan
3500000,4.177,0.380,nan
3502000,4.176,0.401,nan
3504000,4.175,0.423,nan
3506000,4.173,0.444,nan
3508000,4.172,0.465,nan
3510000,4.171,0.487,nan
3512000,4.170,0.508,nan
3514000,4.168,0.529,nan
3516000,4.167,0.551,nan
3518000,4.166,0.572,nan
3520000,4.164,0.593,nan
3522000,4.163,0.615,nan
3524000,4.162,0.636,nan
3526000,4.161,0.657,nan
3528000,4.159,0.679,nan
3530000,4.158,0.700,nan
3532000,4.157,0.721,nan
3534000,4.155,0.743,nan
3536000,4.154,0.764,nan
3538000,4.153,0.785,nan
3540000,4.152,0.807,nan
3542000,4.150,0.828,nan
3544000,4.149,0.849,nan
3546000,4.148,0.871,nan
3548000,4.146,0.892,nan
3550000,4.145,0.913,nan
3552000,4.144,0.935,nan
3554000,4.143,0.956,nan
3556000,4.141,0.977,nan
3558000,4.140,0.999,nan
3560000,4.139,1.020,nan
3562000,4.138,1.041,nan
3564000,4.136,1.063,nan
3566000,4.135,1.084,nan
3568000,4.134,1.105,nan
3570000,4.132,1.127,nan
3572000,4.131,1.148,nan
3574000,4.130,1.169,nan
3576000,4.129,1.191,nan
3578000,4.127,1.212,nan
3580000,4.126,1.233,nan
3582000,4.125,1.255,nan
3584000,4.123,1.276,nan
3586000,4.122,1.297,nan
3588000,4.121,1.319,nan
3590000,4.120,1.340,nan
3592000,4.118,1.361,nan
3594000,4.117,1.383,nan
3596000,4.116,1.404,nan
3598000,4.114,1.425,nan
3600000,4.113,1.447,nan
3602000,4.112,1.468,nan
3604000,4.111,1.489,nan
3606000,4.109,1.511,nan
3608000,4.108,1.532,nan
3610000,4.107,1.553,nan
3612000,4.106,1.575,nan
3614000,4.104,1.596,nan
3616000,4.103,1.617,nan
3618000,4.102,1.639,nan
3620000,4.100,1.660,nan
3622000,4.099,1.681,nan
3624000,4.098,1.703,nan
3626000,4.097,1.724,nan
3628000,4.095,1.745,nan
3630000,4.094,1.767,nan
3632000,4.093,1.788,nan
3634000,4.091,1.809,nan
3636000,4.090,1.831,nan
3638000,4.089,1.852,nan
3640000,4.088,1.873,nan
3642000,4.086,1.895,nan
3644000,4.085,1.916,nan
3646000,4.084,1.937,nan
3648000,4.082,1.959,nan
3650000,4.081,1.980,nan
3652000,4.081,1.980,nan
3654000,4.081,1.980,nan
3656000,4.081,1.980,nan
3658000,4.081,1.980,nan
3660000,4.081,1.980,nan
3662000,4.081,1.980,nan
3664000,4.081,1.980,nan
3666000,4.081,1.980,nan
3668000,4.081,1.980,nan
3670000,4.081,1.980,nan
3672000,4.081,1.980,nan
3674000,4.081,1.980,nan
3676000,4.081,1.980,nan
3678000,4.081,1.980,nan
3680000,4.081,1.980,nan
3682000,4.081,1.980,nan
3684000,4.081,1.980,nan
3686000,4.081,1.980,nan
3688000,4.081,1.980,nan
3690000,4.081,1.980,nan
3692000,4.081,1.980,nan
3694000,4.081,1.980,nan
3696000,4.081,1.980,nan
3698000,4.081,1.980,nan
3700000,4.081,1.980,nan
3702000,4.081,1.980,nan
3704000,4.081,1.980,nan
3706000,4.081,1.980,nan
3708000,4.081,1.980,nan
3710000,4.081,1.980,nan
3712000,4.081,1.980,nan
3714000,4.081,1.980,nan
3716000,4.081,1.980,nan
3718000,4.081,1.980,nan
3720000,4.081,1.980,nan
3722000,4.081,1.980,nan
3724000,4.081,1.980,nan
3726000,4.081,1.980,nan
3728000,4.081,1.980,nan
3730000,4.081,1.980,nan
3732000,4.081,1.980,nan
3734000,4.081,1.980,nan
3736000,4.081,1.980,nan
3738000,4.081,1.980,nan
3740000,4.081,1.980,nan
3742000,4.081,1.980,nan
3744000,4.081,1.980,nan
3746000,4.081,1.980,nan
3748000,4.081,1.980,nan
3750000,4.081,1.980,nan
3752000,4.081,1.980,nan
3754000,4.081,1.980,nan
3756000,4.081,1.980,nan
3758000,4.081,1.980,nan
3760000,4.081,1.980,nan
3762000,4.081,1.980,nan
3764000,4.081,1.980,nan
3766000,4.081,1.980,nan
3768000,4.081,1.980,nan
3770000,4.081,1.980,nan
3772000,4.081,1.980,nan
3774000,4.081,1.980,nan
3776000,4.081,1.980,nan
3778000,4.081,1.980,nan
3780000,4.081,1.980,nan
3782000,4.081,1.980,nan
3784000,4.081,1.980,nan
3786000,4.081,1.980,nan
